"Location","Activity ID","Activity Name","Start Date","Finish Date","Duration"
"DCH","CN-F-Z01.DCH.S39.1-500.0048","Install VESDA Panel for Overhead Deck Loop S-2 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0049","Install VESDA Panel for Overhead Deck Loop S-3 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0050","Install VESDA Panel for Overhead Deck Loop S-4 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0051","Install VESDA Panel for Overhead Deck Loop S-5 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0052","Install VESDA Panel for Overhead Deck Loop S-6 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0053","Install VESDA Panel for Overhead Deck Loop S-7 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0054","Install VESDA Panel for Overhead Deck Loop S-8 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0055","Install VESDA Panel for Overhead Deck Loop S-9 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0056","Install VESDA Panel for Overhead Deck Loop S-10 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0057","Install VESDA Panel for Overhead Deck Loop S-11 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0058","Install VESDA Panel for Overhead Deck Loop N-1 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0059","Install VESDA Panel for Overhead Deck Loop N-2 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0060","Install VESDA Panel for Overhead Deck Loop N-3 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0061","Install VESDA Panel for Overhead Deck Loop N-4 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0062","Install VESDA Panel for Overhead Deck Loop N-5 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0063","Install VESDA Panel for Overhead Deck Loop N-6 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0064","Install VESDA Panel for Overhead Deck Loop N-7 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0065","Install VESDA Panel for Overhead Deck Loop N-8 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0066","Install VESDA Panel for Overhead Deck Loop N-9 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0067","Install VESDA Panel for Overhead Deck Loop N-10 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S39.1-500.0068","Install VESDA Panel for Overhead Deck Loop N-11 in Room 1-500-Zone 1 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z02.DCH.S36.DCH.0002","Place,Anchor,Fit-Out & Ground CCA-5 in Zone 2 DCH","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z01.DCH.S36.DCH.0004","Place,Anchor,Fit-Out & Ground CCB-1 in Zone 1 DCH","2025-09-28","2025-09-29","8"
"SSS","CN-F-Z02.EYD.S14.SSS-E.1075","Pull & Test MV Feeder from SUBE-BUS-E to EY06-SWGR-SSS-E","2025-09-28","2025-10-10","80"
"GPS","CN-F-Z02.EYD.S14.GPS.1177","Pull & Test MV Feeder from EY06-SWGR-GPS to EY06-Load Bank","2025-09-28","2025-10-10","80"
"Loading Dock","CN-F-Z01.FSA.S29.DISC.2373","Place,Anchor & Ground Electrical Disconnect for DF F01 in LOADING DOCK 1-200","2025-09-28","2025-09-29","8"
"Loading Dock","CN-F-Z01.FSA.S29.DISC.2387","Place,Anchor & Ground Electrical Disconnect for EUH F07 in LOADING DOCK 1-200","2025-09-28","2025-09-29","8"
"Loading Dock","CN-F-Z01.FSA.S29.DISC.2388","Place,Anchor & Ground Electrical Disconnect for EUH F08 in LOADING DOCK 1-200","2025-09-28","2025-09-29","8"
"Loading Dock","CN-F-Z01.FSA.S29.DISC.2389","Place,Anchor & Ground Electrical Disconnect for EUH F09 in LOADING DOCK 1-200","2025-09-28","2025-09-29","8"
"Loading Dock","CN-F-Z01.FSA.S29.DISC.2390","Place,Anchor & Ground Electrical Disconnect for EUH F10 in LOADING DOCK 1-200","2025-09-28","2025-09-29","8"
"MYD","CN-F-Z01.MYD.S24.MCP6.1766","MYD1-Pull,Term,Test & Torque Feeder from MCP-06-BDC to MCP-06-HT TRACE CAB","2025-09-28","2025-10-01","24"
"DCH","CN-F-Z02.MYD.S17.DB.0006","Trench,Place,Encase & Backfill Telecom Ductbank from Vault MYD Z2 MCP-09 to Vault DCH Pullbox","2025-09-28","2025-10-03","40"
"EYD","CN-F-Z02.EYD.S29.EYD.0004","Place Grounding Ring in Area Zone 2 EYD Gens (1 to 17)","2025-09-28","2025-10-03","40"
"EYD","CN-F-Z02.EYD.S29.EYD.0007","Tie Grounding Ring to Foundations in Area Zone 2 EYD E Houses","2025-09-28","2025-10-03","40"
"MYD","CN-F-Z01.MYD.S29.MYD.0004","Tie Grounding Ring to Foundations in Area Zone 1 MYD Booster Pump Equip","2025-09-28","2025-09-29","8"
"MYD","CN-F-Z01.MYD.S29.MYD.0005","Tie Grounding Ring to Foundations in Area Zone 1 MYD Fire Pump Equip","2025-09-28","2025-09-29","8"
"MYD","CN-F-Z01.MYD.S29.MYD.0006","Tie Grounding Ring to Foundations in Area Z1 MYD DC Grounding Loop (Inc. MWT's,MUP & CTB & link to DC Gro. Ring)","2025-09-28","2025-09-29","8"
"DCH","CN-F-Z02.DCH.S36.TEQP.003","Place,Anchor,Fit-Out & Ground IDF 1.16 in Zone 2 DCH North","2025-09-28","2025-09-30","16"
"SSS","CN-F-Z02.EYD.S14.CW.3334","Pull,Term,Test & Torque Feeder from SUB01-BUS-B (Control) to EY06-SWGR-SSS-E (Control)","2025-09-28","2025-10-03","40"
"SSS","CN-F-Z02.EYD.S14.CW.3335","Pull,Term,Test & Torque Feeder from SUB01-BUS-B (Control) to EY06-SWGR-SSS-F (Control)","2025-09-28","2025-10-03","40"
"GPS","CN-F-Z02.EYD.S14.CW.3359","Pull,Term,Test & Torque Feeder from EY06-SWGR-GPS (Control) to EY06-SWGR-SSS-E (Control)","2025-09-28","2025-10-03","40"
"GPS","CN-F-Z02.EYD.S14.CW.3360","Pull,Term,Test & Torque Feeder from EY06-SWGR-GPS (Control) to EY06-SWGR-SSS-F (Control)","2025-09-28","2025-10-03","40"
"MCP","118356261","Set MCP-MCP CTR 06,BUILDOUT","2025-09-28","2025-09-30","16"
"MYD","CON-017070","MYD1-Set MCP-01 Pipe Conveyance Structure/Install Grating & Handrail/Set Lower CT Access Stairs (CAS)","2025-09-28","2025-10-03","40"
"DCH","998296573","DCH1-Fire Riser 1-521-Prime,1st,& Final Coat Paint","2025-09-28","2025-10-01","24"
"DCH","998296633","DCH1-Fire Riser 1-522-Hang,Tape,& Finish Drywall","2025-09-28","2025-10-03","40"
"DCH","A1500","PMS-DCH2-Fiber Ring-Pull Fiber","2025-09-28","2025-10-10","80"
"EYD","CON-BB-4715","EYD2-RMU to SSS-E MV Pulls","2025-09-28","2025-10-08","64"
"EYD","CON-BB-4755","EYD2-RMU to SSS-F MV Pulls","2025-09-28","2025-10-08","64"
"EYD","CON-BB-4975","EYD1-S18 USS 480 Tap Box Terms & Torques Group 2","2025-09-28","2025-10-10","80"
"EYD","CON-BB-5235","EYD2-S14 SSS-E to GPS MV/LV Pulls","2025-09-28","2025-10-03","40"
"EYD","CON-BB-5245","EYD2-S14 SSS-F to GPS MV/LV Pulls","2025-09-28","2025-10-03","40"
"DCH","784084752","DCH2-Fire Riser/Restroom/Janitor (1-572/553/552)-Frame Walls & Ceilings","2025-09-29","2025-10-01","16"
"SSS","CN-F-Z01.EYD.S14.SSS-F.440","Term & Torque MV Feeder from EY05-SWGR-SSS-F to EY05-XFMR-F at EY05-XFMR-F","2025-09-29","2025-10-13","80"
"SSS","CN-F-Z01.EYD.S14.SSS-F.519","Term & Torque MV Feeder from EY05-SWGR-SSS-F to EY05-XFMR-F at EY05-SWGR-SSS-F","2025-09-29","2025-10-13","80"
"Loading Dock","CN-F-Z01.FSA.S29.DISC.2552","Complete Pathway to Disconnect for DF F01 in LOADING DOCK 1-200","2025-09-29","2025-09-30","8"
"Loading Dock","CN-F-Z01.FSA.S29.DISC.2566","Complete Pathway to Disconnect for EUH F07 in LOADING DOCK 1-200","2025-09-29","2025-09-30","8"
"Loading Dock","CN-F-Z01.FSA.S29.DISC.2567","Complete Pathway to Disconnect for EUH F08 in LOADING DOCK 1-200","2025-09-29","2025-09-30","8"
"Loading Dock","CN-F-Z01.FSA.S29.DISC.2568","Complete Pathway to Disconnect for EUH F09 in LOADING DOCK 1-200","2025-09-29","2025-09-30","8"
"Loading Dock","CN-F-Z01.FSA.S29.DISC.2569","Complete Pathway to Disconnect for EUH F10 in LOADING DOCK 1-200","2025-09-29","2025-09-30","8"
"MYD","CN-F-Z01.MYD.S36.TEQP.006","Place,Anchor,Fit-Out & Ground SFE-MYD-01","2025-09-29","2025-10-01","16"
"MYD","CN-F-Z01.MYD.S36.TEQP.007","Place,Anchor,Fit-Out & Ground SFE-MYD-04","2025-09-29","2025-10-01","16"
"USS YARD","842363307","Cable Tray Rack Loose Set-USS-01,USS 1-LV","2025-09-29","2025-09-30","8"
"Fire Pump House","719350703","Install Interceptor-FIRE PUMPHOUSE,BUILDOUT","2025-09-29","2025-10-06","40"
"MCP","588373518","CTS Assembly-MCP CTR 04,BUILDOUT","2025-09-29","2025-10-08","56"
"MCP","790336568","CT Stair Install-MCP CTR 01,BUILDOUT","2025-09-29","2025-10-03","32"
"Fire Pump House","719343415","Insulation on Tank-FIRE PUMPHOUSE,BUILDOUT","2025-09-29","2025-10-06","40"
"MCP","118366074","PCS+PCB Unload-MCP CTR 06,BUILDOUT","2025-09-29","2025-09-30","8"
"MCP","209314620","Interconnects from MCP1 to MUP-MUP,UG & STRUCT","2025-09-29","2025-10-02","24"
"EYD","CON-BB-4605","EYD1-RMU to SSS-F AC Pulls","2025-09-29","2025-10-07","48"
"EYD","CON-BB-4635","EYD1-RMU to RMU Trays","2025-09-29","2025-10-07","48"
"EYD","CON-BB-5035","EYD1-S14 Gen Trays Group 4","2025-09-29","2025-10-01","16"
"EYD","CON-BB-5545","EYD1-RMU to SSS-F MV Terms & Torques","2025-09-29","2025-10-16","104"
"DCH","CON-6790","DCH1-BMS/PMS+Sec+Device install (breakout & detail) HA 03","2025-09-30","2025-10-02","16"
"DCH","CN-F-Z01.DCH.S18.TB.2012","Complete Pathway to TAPBOX-25TOP in Zone 1 DCH","2025-09-30","2025-10-01","8"
"EYD","CN-F-Z01.EYD.S14.USS-12.064","Ground EY05-SWGR-RMU-12 in Zone 1 EYD","2025-09-30","2025-10-01","8"
"USS YARD","CX-F-Z01.EYD.S14.L2.681","L2 QC Electrical Install-EY05-SWGR-USS-10","2025-09-30","2025-10-02","16"
"DCH","CN-F-Z02.DCH.S36.DCH.0005","Place,Anchor,Fit-Out & Ground CCB-5 in Zone 2 DCH","2025-09-30","2025-10-01","8"
"EYD","CN-F-Z02.EYD.S14.USS-1.877","Ground EY06-SWGR-RMU-USS-1 in Zone 2 EYD","2025-09-30","2025-10-02","16"
"EYD","CN-F-Z02.EYD.S14.USS-2.880","Ground EY06-SWGR-RMU-USS-2 in Zone 2 EYD","2025-09-30","2025-10-02","16"
"EYD","CN-F-Z02.EYD.S14.USS-3.883","Ground EY06-SWGR-RMU-USS-3 in Zone 2 EYD","2025-09-30","2025-10-02","16"
"EYD","CN-F-Z02.EYD.S14.USS-4.886","Ground EY06-SWGR-RMU-USS-4 in Zone 2 EYD","2025-09-30","2025-10-02","16"
"EYD","CN-F-Z02.EYD.S14.USS-1.962","Complete Pathway to EY06-SWGR-RMU-USS-27in Zone 2 EYD","2025-09-30","2025-10-01","8"
"EYD","CN-F-Z02.EYD.S14.USS-2.965","Complete Pathway to EY06-SWGR-RMU-USS-28in Zone 2 EYD","2025-09-30","2025-10-01","8"
"EYD","CN-F-Z02.EYD.S14.USS-3.968","Complete Pathway to EY06-SWGR-RMU-USS-29in Zone 2 EYD","2025-09-30","2025-10-01","8"
"SSS","CX-F-Z02.EYD.S14.L2.1644","L2 QC Electrical Install-EY06-PACK-SSS-E-AC-3","2025-09-30","2025-10-02","16"
"SSS","CN-F-Z01.MYD.S10.USS-6.1773","Pull & Test MV Feeder from EY05-SWGR-SSS-F to MY05-SWGR-RMU-USS-CUB-6","2025-09-30","2025-10-03","24"
"DCH","CN-F-Z02.DCH.S36.TEQP.001","Place,Anchor,Fit-Out & Ground IDF 1.14 in Zone 2 DCH South","2025-09-30","2025-10-02","16"
"MYD","CN-F-Z02.MYD.S36.ISPF.004","Pull,Term & Test Fiber from SSNR to SFE-MYD-02","2025-09-30","2025-10-02","16"
"MYD","CN-F-Z02.MYD.S36.ISPF.005","Pull,Term & Test Fiber from SSNR to SFE-MYD-03","2025-09-30","2025-10-02","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.055","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-11 to TAPBOX-14BOT","2025-09-30","2025-10-02","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.067","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-11 to TAPBOX-16BOT","2025-09-30","2025-10-02","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.071","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-11 to TAPBOX-18TOP","2025-09-30","2025-10-02","16"
"DCH","CN-F-Z01.DCH.S18.TB.098","Complete Pathway to TAPBOX-25BOT in Zone 1 DCH","2025-09-30","2025-10-07","40"
"DCH","CN-F-Z01.DCH.S18.TB.102","Complete Pathway to TAPBOX-26BOT in Zone 1 DCH","2025-09-30","2025-10-07","40"
"DCH","CN-F-Z01.DCH.S18.TB.106","Complete Pathway to TAPBOX-26TOP in Zone 1 DCH","2025-09-30","2025-10-07","40"
"SSS","CN-F-Z01.EYD.S14.CW.3294","Pull,Term,Test & Torque Feeder from EY05-SWGR-SSS-F (Control) to MY05-USS-CUB-6 (Control)","2025-09-30","2025-10-07","40"
"SSS","CN-F-Z02.EYD.S14.CW.3295","Pull,Term,Test & Torque Feeder from EY06-SWGR-SSS-E (Control) to MY06-USS-CUB-7 (Control)","2025-09-30","2025-10-07","40"
"SSS","CN-F-Z02.EYD.S14.CW.3297","Pull,Term,Test & Torque Feeder from EY06-SWGR-SSS-F (Control) to MY06-USS-CUB-11 (Control)","2025-09-30","2025-10-07","40"
"MCP","118359381","Set PCS+PCB-MCP CTR 06,BUILDOUT","2025-09-30","2025-10-02","16"
"MCP","118369169","PCS Piping Connects MUWT & Chem Lines-MCP CTR 06,BUILDOUT","2025-09-30","2025-10-08","48"
"MCP","118325079","Roofing Seal-MCP CTR 06,BUILDOUT","2025-09-30","2025-10-01","8"
"MCP","118371204","Domestic Water Tie In-MCP CTR 06,BUILDOUT","2025-09-30","2025-10-02","16"
"MCP","118327071","Cormaci Outside Trim-MCP CTR 06,BUILDOUT","2025-09-30","2025-10-03","24"
"MCP","118372430","PCS Chemical Piping-MCP CTR 06,BUILDOUT","2025-09-30","2025-10-03","24"
"MCP","118328578","MCP Plumbing/Mechanical Interconnects-MCP CTR 06,BUILDOUT","2025-09-30","2025-10-21","120"
"USS YARD","842351251","Set PDC-USS-01,USS 1-LV","2025-09-30","2025-10-01","8"
"DCH","470015485","DCH2-Fire Riser 1-573-Frame Walls & Ceilings","2025-10-01","2025-10-03","16"
"DCH","CN-F-Z01.DCH.S18.TB.2011","Complete Pathway to TAPBOX-28TOP in Zone 1 DCH","2025-10-01","2025-10-02","8"
"DCH","CN-F-Z01.DCH.S18.TB.2013","Complete Pathway to TAPBOX-27BOT in Zone 1 DCH","2025-10-01","2025-10-02","8"
"SSS","CN-F-Z02.EYD.S14.USS-1.1082","Pull & Test MV Feeder from EY06-SWGR-SSS-E to EY06-SWGR-RMU-USS-1","2025-10-01","2025-10-02","8"
"SSS","CN-F-Z02.EYD.S14.USS-2.1085","Pull & Test MV Feeder from EY06-SWGR-SSS-F to EY06-SWGR-RMU-USS-2","2025-10-01","2025-10-02","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-2.1261","Pull & Test MV Feeder from EY06-SWGR-RMU-USS-2 to EY06-SWGR-RMU-USS-1","2025-10-01","2025-10-02","8"
"MYD","CN-F-Z01.MYD.S21.PDC-1.1698","Ground MY05-XFMR-PDC-CUB-1 in Zone 1 MYD","2025-10-01","2025-10-02","8"
"MYD","CN-F-Z01.MYD.S21.PDC-1.1699","Ground MY05-PDC-CUB-1 in Zone 1 MYD","2025-10-01","2025-10-02","8"
"USS YARD","CN-F-Z02.EYD.S18.HA51.56.0001","Install Cable Tray from Zone 2 USS 9-12 to Rows 51-56","2025-10-01","2025-10-06","24"
"MYD","CN-F-Z01.MYD.S36.ISPF.006","Pull,Term & Test Fiber from SSNR to SFE-MYD-01","2025-10-01","2025-10-03","16"
"MYD","CN-F-Z01.MYD.S36.ISPF.007","Pull,Term & Test Fiber from SSNR to SFE-MYD-04","2025-10-01","2025-10-03","16"
"MYD","CN-F-Z01.MYD.S36.LVCR.016","Pull,Term,& Test Security CAT-6 for SFE-MYD-01","2025-10-01","2025-10-07","32"
"MYD","CN-F-Z01.MYD.S36.LVCR.017","Pull,Term,& Test Security CAT-6 for SFE-MYD-04","2025-10-01","2025-10-07","32"
"DCH","CN-F-Z01.DCH.S18.TB.110","Complete Pathway to TAPBOX-27TOP in Zone 1 DCH","2025-10-01","2025-10-08","40"
"DCH","CN-F-Z01.DCH.S18.TB.114","Complete Pathway to TAPBOX-28BOT in Zone 1 DCH","2025-10-01","2025-10-08","40"
"EYD","CN-F-Z02.EYD.USS.13-21","EYD Zone 2 USS 13-16 Install Trestle Steel","2025-10-01","2025-10-08","40"
"MYD","CN-F-Z01.MYD.S29.MYD.014","MYD1-Z1-Install & tape Heat Trace Wire for MCP-06","2025-10-01","2025-10-08","40"
"USS YARD","842363546","Set LV-01-USS-01,USS 1-LV","2025-10-01","2025-10-02","8"
"DCH","998296543","DCH1-Fire Riser 1-521-Set EUH","2025-10-01","2025-10-02","8"
"EYD","CON-BB-4645","EYD1-RMU to RMU MV Pulls","2025-10-01","2025-10-08","40"
"EYD","CON-BB-5045","EYD1-S14 Gen Trays Group 5","2025-10-01","2025-10-03","16"
"DCH","CON-7000","DCH1-BMS/PMS+Sec+Device install (breakout & detail) HA 04","2025-10-02","2025-10-06","16"
"DCH","CX-10125","DCH1-Flushing Activity-Hall/MYD Second Half","2025-10-02","2025-10-23","120"
"MYD","CX-10149","MYD1-CTB MAS Fiber Complete (Includes MAC patching to/from Nun) & NUN to NUN","2025-10-02","2025-10-09","40"
"USS YARD","CN-F-Z01.DCH.S18.TB.2039","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-12 to TAPBOX-15BOT","2025-10-02","2025-10-06","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.2040","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-12 to TAPBOX-17BOT","2025-10-02","2025-10-06","16"
"USS YARD","CN-F-Z01.DCH.S18.TB.2041","Pull,Term,Test & Torque Feeder from EY05-SWGR-USS-12 to TAPBOX-18BOT","2025-10-02","2025-10-06","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.651","L2 QC Electrical Install-EY05-SWGR-USS-MDA-F","2025-10-02","2025-10-06","16"
"USS YARD","CX-F-Z01.EYD.S14.L2.684","L2 QC Electrical Install-EY05-SWGR-USS-11","2025-10-02","2025-10-06","16"
"SSS","CN-F-Z02.EYD.S14.USS-3.1088","Pull & Test MV Feeder from EY06-SWGR-SSS-E to EY06-SWGR-RMU-USS-3","2025-10-02","2025-10-03","8"
"SSS","CN-F-Z02.EYD.S14.USS-1.1278","Term & Torque MV Feeder from EY06-SWGR-SSS-E to EY06-SWGR-RMU-USS-1 at EY06-SWGR-RMU-USS-1","2025-10-02","2025-10-03","8"
"SSS","CN-F-Z02.EYD.S14.USS-2.1280","Term & Torque MV Feeder from EY06-SWGR-SSS-F to EY06-SWGR-RMU-USS-2 at EY06-SWGR-RMU-USS-2","2025-10-02","2025-10-03","8"
"SSS","CN-F-Z02.EYD.S14.USS-1.1353","Term & Torque MV Feeder from EY06-SWGR-SSS-E to EY06-SWGR-RMU-USS-1 at EY06-SWGR-SSS-E","2025-10-02","2025-10-03","8"
"SSS","CN-F-Z02.EYD.S14.USS-2.1355","Term & Torque MV Feeder from EY06-SWGR-SSS-F to EY06-SWGR-RMU-USS-2 at EY06-SWGR-SSS-F","2025-10-02","2025-10-03","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-2.1426","Term & Torque MV Feeder from EY06-SWGR-RMU-USS-2 to EY06-SWGR-RMU-USS-1 at EY06-SWGR-RMU-USS-1","2025-10-02","2025-10-03","8"
"USS YARD","CN-F-Z02.EYD.S14.USS-2.1439","Term & Torque MV Feeder from EY06-SWGR-RMU-USS-2 to EY06-SWGR-RMU-USS-1 at EY06-SWGR-RMU-USS-2","2025-10-02","2025-10-03","8"
"MYD","CN-F-Z02.MYD.S36.L2.004","L2 QC Telecom Install-SFE-MYD-02","2025-10-02","2025-10-06","16"
"MYD","CN-F-Z02.MYD.S36.L2.005","L2 QC Telecom Install-SFE-MYD-03","2025-10-02","2025-10-06","16"
"DCH","CN-F-Z02.DCH.S27.MOD.027","Interconnect Zone 2 DCH Southeast Corner Conveyance Modules","2025-10-02","2025-10-09","40"
"USS YARD","CN-F-Z02.EYD.S14.CW.3346","Pull,Term,Test & Torque Feeder from EY06-USS-2 (Control) to EY06-USS-1 (Control)","2025-10-02","2025-10-03","8"
"MCP","118358799","PCS Install-MCP CTR 06,BUILDOUT","2025-10-02","2025-10-06","16"
"USS YARD","677323710","Set XFMR-USS-01,USS 1-XMFR","2025-10-02","2025-10-03","8"
"MCP","101329302","CT Drains & Blowdowns-MCP CTR 02,BUILDOUT","2025-10-02","2025-10-14","64"
"DCH","998296533","DCH1-Fire Riser 1-521-Install Finishes","2025-10-02","2025-10-03","8"
"EYD","CON-8447","EYD2-Set Equipment USS-30-RMU (Schneider)","2025-10-02","2025-10-07","40"
"EYD","CON-8477","EYD2-Set Equipment USS-31-RMU (Schneider)","2025-10-02","2025-10-07","40"
"EYD","CON-8507","EYD2-Set Equipment USS-32-RMU (Schneider)","2025-10-02","2025-10-07","40"
"EYD","CON-8537","EYD2-Set Equipment USS-33-RMU (Schneider)","2025-10-02","2025-10-07","40"
"MYD","CON-7170","MYD1-Fitout MCP01","2025-10-05","2025-10-17","80"
"SSS","CN-F-Z02.EYD.S14.USS-3.1282","Term & Torque MV Feeder from EY06-SWGR-SSS-E to EY06-SWGR-RMU-USS-3 at EY06-SWGR-RMU-USS-3","2025-10-05","2025-10-06","8"
"SSS","CN-F-Z02.EYD.S14.USS-3.1357","Term & Torque MV Feeder from EY06-SWGR-SSS-E to EY06-SWGR-RMU-USS-3 at EY06-SWGR-SSS-E","2025-10-05","2025-10-06","8"
"SSS","CN-F-Z01.MYD.S10.SSS-F.1801","Term & Torque MV Feeder from EY05-SWGR-SSS-F to MY05-SWGR-RMU-USS-CUB-6 at MY05-SWGR-RMU-USS-CUB-6","2025-10-05","2025-10-08","24"
"SSS","CN-F-Z01.MYD.S10.SSS-F.1803","Term & Torque MV Feeder from EY05-SWGR-SSS-F to MY05-SWGR-RMU-USS-CUB-6 at EY05-SWGR-SSE-F","2025-10-05","2025-10-08","24"
"DCH","CN-F-Z02.MYD.S17.DB.0007","Trench,Place,Encase & Backfill Telecom Ductbank from Vault MYD Z2 MCP-11 to Vault DCH Pullbox","2025-10-05","2025-10-10","40"
"EYD","CN-F-Z02.EYD.S29.EYD.0001","Place Grounding Ring in Area Zone 2 EYD Perun","2025-10-05","2025-10-10","40"
"EYD","CN-F-Z02.EYD.S29.EYD.0008","Tie Grounding Ring to Foundations in Area Zone 2 EYD Gens (1 to 17)","2025-10-05","2025-10-10","40"
"MCP","790367102","MCP Electrical Interconnects-MCP CTR 01,BUILDOUT","2025-10-05","2025-10-24","120"
"MCP","790316220","610 Motor Heater Conduit-MCP CTR 01,BUILDOUT","2025-10-05","2025-10-09","32"
"USS YARD","594383612","Set RMU-USS-01,USS 1-RMU","2025-10-05","2025-10-06","8"
"MCP","101319326","CTS Electrical Conduit-MCP CTR 02,BUILDOUT","2025-10-05","2025-10-06","8"
"MCP","790338693","610 Motor Conduit-MCP CTR 01,BUILDOUT","2025-10-05","2025-10-09","32"
"DCH","998296563","DCH1-Fire Riser 1-521-Install Fire Suppression Equipment","2025-10-05","2025-10-17","80"
"DCH","998296653","DCH1-Fire Riser 1-522-Prime,1st,& Final Coat Paint","2025-10-05","2025-10-08","24"
"EYD","CON-BB-4585","EYD1-RMU to SSS-E Control Pulls","2025-10-05","2025-10-15","64"
"EYD","CON-BB-5055","EYD1-S14 Gen Trays Group 6","2025-10-05","2025-10-07","16"
"EYD","CON-BB-5255","EYD2-S14 SSS-E to GPS MV/LV Terms & Torques","2025-10-05","2025-10-10","40"
"EYD","CON-BB-5265","EYD2-S14 SSS-F to GPS MV/LV Terms & Torques","2025-10-05","2025-10-10","40"
"DCH","CON-7080","DCH1-BMS/PMS+Sec+Device install (breakout & detail) HA 05","2025-10-06","2025-10-08","16"
"DCH","CN-F-Z01.DCH.S18.TB.2010","Complete Pathway to TAPBOX-29TOP in Zone 1 DCH","2025-10-06","2025-10-07","8"
"DCH","CN-F-Z01.DCH.S18.TB.2014","Complete Pathway to TAPBOX-29BOT in Zone 1 DCH","2025-10-06","2025-10-07","8"
"DCH","CN-F-Z01.DCH.S18.TB.2015","Complete Pathway to TAPBOX-30BOT in Zone 1 DCH","2025-10-06","2025-10-07","8"
"USS YARD","CX-F-Z01.EYD.S14.L2.687","L2 QC Electrical Install-EY05-SWGR-USS-12","2025-10-06","2025-10-08","16"
"DCH","CN-F-Z01.DCH.S39.HA-04.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-4 in Room 1-500-Zone 1 DCH","2025-10-06","2025-10-08","16"
"DCH","CN-F-Z01.DCH.S39.HA-05.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-5 in Room 1-500-Zone 1 DCH","2025-10-06","2025-10-08","16"
"DCH","CN-F-Z01.DCH.S39.HA-06.0002","Install VESDA Panel for Inside Hot Aisle Loop SVH HA N-6 in Room 1-500-Zone 1 DCH","2025-10-06","2025-10-08","16"
"MYD","CN-F-Z01.MYD.S21.PDC-1.1697","Ground MY05-SWGR-RMU-PDC-CUB-1 in Zone 1 MYD","2025-10-06","2025-10-07","8"
